,1st,2nd,3rd,4th,5th,avg
#Streams: 1,0.178,0.175,0.16,0.195,0.19,0.18
#Streams: 2,0.17,0.174,0.164,0.161,0.151,0.164
#Streams: 3,0.162,0.166,0.156,0.153,0.154,0.158
#Streams: 4,0.155,0.156,0.159,0.157,0.172,0.16
#Streams: 5,0.163,0.165,0.178,0.163,0.177,0.169
#Streams: 6,0.16,0.159,0.165,0.167,0.17,0.164
#Streams: 7,0.186,0.185,0.179,0.186,0.2,0.187
#Streams: 8,0.179,0.172,0.176,0.179,0.17,0.175
#Streams: 9,0.178,0.18,0.175,0.172,0.178,0.177
#Streams: 10,0.181,0.183,0.18,0.181,0.179,0.181
